,correct_option,llama70b,llama13b,llama7b,gpt35turbo,finetuned_gpt3,random,MoMu_zero,multimodal_correct_option,MoleculeSTM_zero,KV-PLM_zero,kvplm_correct_option,SciBERT_zero,MoMu_finetuned,MoleculeSTM_finetuned,galactica-125m_zero,galactica_correct_option,galactica-1.3b_zero,galactica-6.7b_zero,galactica-125m_finetuned,galactica-1.3b_finetuned,galactica-6.7b_finetuned
2880,2,3,3,1,5,4,1,4,4,4,1,1,1,4,4,0,1,0,2,2,3,2
2881,1,5,3,5,5,4,1,0,1,1,0,0,1,0,1,0,0,0,1,1,2,1
2882,1,3,3,3,5,4,3,1,4,4,0,0,4,4,4,3,0,0,2,4,4,2
2883,2,3,1,5,3,4,4,4,2,0,1,1,1,4,0,1,1,0,1,1,2,4
2884,4,1,2,1,2,1,1,3,3,3,3,3,1,3,3,2,3,2,0,1,0,0
2885,5,5,3,1,5,4,3,3,3,3,4,4,4,3,3,0,4,0,1,2,2,2
2886,4,3,3,1,3,4,3,0,0,3,3,3,3,0,3,1,3,0,1,2,3,2
2887,3,4,2,1,4,4,5,0,4,2,2,2,0,0,2,3,2,0,0,2,2,2
2888,2,1,2,-1,4,2,5,1,1,1,0,1,4,1,1,1,1,2,2,1,3,1
2889,1,2,2,1,2,4,5,3,4,2,3,0,0,3,3,4,0,4,4,0,2,2
2890,3,1,2,-1,5,3,2,4,4,4,0,2,0,4,4,0,2,2,2,1,3,3
2891,5,3,3,1,5,2,1,2,3,2,0,4,0,2,2,2,4,0,0,0,3,1
2892,2,5,1,-1,3,2,4,1,1,1,0,1,0,1,1,1,1,0,3,1,3,3
2893,3,2,2,1,2,3,4,0,1,1,3,2,3,4,1,3,2,0,3,1,4,0
2894,1,4,2,4,4,2,2,2,0,4,1,0,0,3,4,0,0,0,1,1,2,2
2895,2,4,3,-1,2,4,2,4,0,0,1,1,2,0,0,0,1,0,1,2,3,2
2896,2,3,3,-1,5,4,2,4,4,4,1,1,2,4,4,1,1,1,1,4,2,3
2897,1,4,3,-1,1,2,2,1,1,1,0,0,2,1,1,1,0,0,0,0,4,4
2898,4,2,3,-1,2,1,3,4,0,3,0,3,0,0,3,0,3,0,0,3,4,4
2899,5,3,1,-1,5,1,5,1,1,4,1,4,0,1,1,0,4,4,4,0,3,3
2900,5,5,1,1,3,4,1,3,0,1,4,4,2,3,1,3,4,0,0,1,4,2
2901,2,5,1,1,2,1,3,0,2,1,1,1,0,2,3,2,1,2,2,1,2,2
2902,5,1,3,-1,1,1,5,3,0,3,4,4,3,3,3,4,4,2,4,4,1,1
2903,5,3,3,-1,1,4,2,2,2,2,4,4,2,2,2,1,4,0,0,0,4,4
2904,5,5,5,5,5,4,4,1,1,1,4,4,1,1,1,2,4,0,0,3,2,1
2905,4,2,2,5,5,2,1,2,4,4,3,3,4,2,4,0,3,0,1,2,3,3
2906,4,5,2,4,3,3,4,4,1,2,3,3,3,4,4,1,3,0,2,4,3,3
2907,3,1,1,-1,4,2,5,4,4,4,2,2,4,4,4,1,2,4,4,2,2,2
2908,2,5,2,1,2,3,4,3,3,3,4,1,2,3,3,0,1,3,0,1,1,1
2909,1,1,2,1,1,3,4,3,2,3,1,0,3,2,1,0,0,3,0,0,1,0
2910,4,2,2,1,3,4,3,0,0,0,4,3,1,0,0,0,3,0,3,3,2,3
2911,5,1,1,-1,2,2,2,0,3,0,4,4,3,0,2,0,4,0,0,0,4,1
2912,5,1,1,-1,3,2,4,1,3,1,1,4,1,1,1,1,4,0,0,3,3,3
2913,3,1,3,5,2,2,2,2,2,2,2,2,4,2,2,4,2,4,0,2,3,3
2914,1,1,1,-1,2,4,3,1,0,2,1,0,3,1,2,4,0,0,3,2,2,2
2915,3,4,4,1,4,2,3,0,0,0,0,2,2,0,0,1,2,0,0,3,3,3
2916,4,3,3,-1,5,1,5,3,2,1,3,3,2,3,1,1,3,0,1,0,2,2
2917,3,5,3,1,5,4,4,3,3,3,2,2,1,3,3,2,2,2,2,1,3,3
2918,3,5,5,1,5,1,5,1,1,1,2,2,2,1,1,2,2,0,0,0,3,4
2919,2,4,1,1,1,4,4,3,4,3,0,1,3,3,3,1,1,0,1,2,2,2
2920,3,4,3,4,1,1,4,3,3,3,3,2,0,3,3,2,2,0,0,3,3,4
2921,2,2,2,2,2,2,3,3,1,4,1,1,2,3,4,1,1,0,0,3,2,2
2922,4,1,1,-1,1,4,4,1,1,1,2,3,2,1,1,0,3,0,0,2,3,1
2923,1,1,2,1,2,1,2,1,1,4,0,0,2,1,2,0,0,0,1,1,3,2
2924,1,4,2,1,3,1,1,1,1,1,0,0,0,2,3,4,0,0,3,1,3,2
2925,3,3,3,3,3,2,2,3,3,3,2,2,2,3,3,0,2,0,1,1,3,2
2926,3,3,3,1,3,3,5,4,2,2,3,2,0,4,4,0,2,0,0,2,3,3
2927,5,1,1,-1,2,3,2,4,2,3,0,4,3,2,3,3,4,3,0,1,1,1
2928,5,4,3,1,1,3,3,0,0,0,0,4,2,0,0,3,4,3,0,4,2,1
2929,5,2,2,-1,2,4,5,1,1,1,1,4,0,0,1,3,4,0,2,2,2,2
2930,1,4,2,1,4,1,5,4,4,4,3,0,1,4,4,4,0,0,4,1,2,3
2931,3,5,1,-1,5,1,2,2,1,1,0,2,3,1,3,2,2,0,0,1,2,1
2932,1,1,3,-1,5,3,1,2,2,2,4,0,0,2,2,3,0,3,1,2,2,3
2933,1,2,2,1,5,4,3,0,0,2,4,0,4,0,0,2,0,2,2,3,3,3
2934,2,2,2,-1,3,2,4,4,4,4,1,1,4,2,4,3,1,0,0,1,1,1
2935,3,4,3,1,2,1,1,3,4,4,1,2,1,3,4,4,2,0,1,1,3,1
2936,1,3,2,-1,4,3,4,2,2,2,3,0,1,1,1,0,0,0,1,1,1,3
2937,4,4,2,1,5,2,5,4,4,4,3,3,0,4,4,2,3,0,4,4,4,4
2938,4,2,1,-1,2,2,3,4,4,4,3,3,0,4,4,3,3,3,3,2,2,2
2939,2,5,1,1,5,2,2,3,2,2,2,1,2,2,2,1,1,0,0,2,3,3
2940,4,2,2,2,2,2,1,4,4,1,1,3,3,4,4,0,3,2,2,1,1,1
2941,5,1,3,-1,1,3,3,0,2,3,4,4,3,0,3,1,4,3,4,1,3,1
2942,1,1,1,1,4,1,2,0,2,4,0,0,4,0,0,4,0,4,0,2,3,3
2943,4,1,1,1,1,4,1,2,3,0,3,3,2,0,0,2,3,2,0,0,0,0
2944,5,4,1,1,1,4,4,4,4,0,4,4,3,4,0,2,4,0,0,3,3,3
2945,4,2,1,1,5,2,5,4,4,4,3,3,0,4,3,2,3,2,2,3,3,0
2946,4,2,2,-1,4,1,3,4,4,4,3,3,4,4,4,4,3,0,1,1,3,2
2947,4,4,2,5,5,3,3,1,1,1,3,3,2,1,1,1,3,0,0,4,3,3
2948,2,2,2,5,5,2,3,1,4,1,1,1,0,1,1,0,1,0,1,4,3,4
2949,3,3,3,1,3,2,4,3,2,4,1,2,1,0,1,3,2,3,3,2,2,2
2950,5,1,3,4,5,1,1,3,3,3,2,4,3,3,3,1,4,0,1,4,2,2
2951,2,3,3,2,2,3,4,1,1,4,1,1,4,1,0,4,1,0,4,1,2,2
2952,4,1,3,1,4,1,2,4,2,2,3,3,3,4,2,4,3,4,4,0,2,2
2953,1,4,4,-1,1,4,1,1,0,3,0,0,0,4,4,1,0,0,0,4,4,0
2954,1,1,1,1,2,4,2,4,2,0,0,0,4,4,2,2,0,0,2,0,0,0
2955,1,4,4,-1,4,2,4,4,1,4,0,0,1,4,4,4,0,4,0,0,0,3
2956,1,1,2,4,5,3,5,3,3,3,0,0,4,3,3,3,0,3,3,2,2,2
2957,2,2,2,1,2,2,5,0,0,0,1,1,0,0,0,3,1,0,0,1,0,2
2958,1,1,2,1,2,1,1,1,1,1,0,0,1,1,1,2,0,2,2,1,3,0
2959,3,1,2,-1,5,1,1,3,3,3,2,2,4,3,3,2,2,3,3,1,4,2
2960,5,4,2,-1,2,1,1,3,3,3,3,4,2,3,3,4,4,0,0,1,3,2
2961,3,5,2,2,5,3,3,1,1,1,4,2,4,1,1,2,2,0,1,3,3,3
2962,3,5,3,5,4,4,1,4,0,0,4,2,0,4,0,2,2,2,2,4,4,3
2963,2,3,3,1,3,2,5,1,0,0,2,1,4,0,0,1,1,1,1,2,0,0
2964,2,1,1,-1,1,4,3,2,2,0,3,1,4,4,0,1,1,3,3,4,4,3
2965,5,5,5,5,5,1,5,1,2,1,4,4,4,1,1,0,4,0,1,2,3,1
2966,5,4,2,1,5,4,1,2,4,4,4,4,3,4,4,4,4,0,1,1,2,3
2967,4,4,3,-1,4,2,3,2,2,1,3,3,2,2,1,3,3,0,3,1,4,2
2968,3,5,2,4,5,3,2,1,1,1,1,2,2,1,1,0,2,0,1,1,1,1
2969,5,2,1,2,2,4,5,4,4,4,4,4,4,4,4,4,4,0,4,1,2,3
2970,3,4,3,1,5,3,3,1,4,1,1,2,4,1,1,1,2,1,0,3,3,3
2971,1,3,3,-1,2,2,5,2,2,2,0,0,2,2,2,3,0,0,3,2,2,2
2972,1,4,1,3,3,2,1,2,2,2,3,0,0,2,2,4,0,0,4,1,1,3
2973,1,1,1,1,4,4,5,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3
2974,3,2,1,1,5,3,1,1,1,1,4,2,1,1,1,3,2,0,3,2,0,2
2975,2,3,3,-1,3,3,4,0,3,3,0,1,4,4,3,0,1,0,3,1,3,1
2976,2,4,3,1,4,3,5,0,2,2,1,1,3,3,2,1,1,0,0,0,2,2
2977,2,4,3,1,2,1,2,1,1,2,1,1,4,1,2,2,1,0,2,0,0,0
2978,2,4,3,-1,5,3,1,2,2,2,1,1,2,2,2,1,1,0,0,3,3,4
2979,2,2,2,1,2,1,3,0,0,0,1,1,0,0,0,2,1,0,1,1,4,4
2980,4,1,1,-1,1,3,4,4,4,4,3,3,3,4,4,2,3,2,0,0,3,3
2981,1,1,3,1,2,3,2,1,0,1,0,0,2,4,1,0,0,0,3,4,4,2
2982,5,5,5,1,5,1,3,0,3,2,4,4,3,4,2,1,4,1,0,0,2,2
2983,4,4,2,1,3,4,2,0,0,0,0,3,0,0,0,0,3,0,0,4,4,3
2984,5,3,2,1,3,2,5,2,2,2,1,4,3,2,2,1,4,1,1,4,4,4
2985,3,1,3,1,2,2,3,4,4,4,2,2,4,4,4,1,2,0,0,2,2,2
2986,1,3,3,4,5,3,4,4,0,4,2,0,4,4,0,3,0,0,3,2,1,2
2987,2,5,2,1,5,2,3,4,3,4,4,1,3,0,2,3,1,3,0,1,4,4
2988,2,3,3,-1,2,4,3,2,2,2,1,1,2,2,2,0,1,0,0,1,2,0
2989,4,5,2,-1,5,3,2,1,1,4,3,3,2,2,4,0,3,0,0,2,3,2
2990,5,3,3,5,3,3,3,2,2,3,2,4,4,2,0,1,4,1,1,1,2,2
2991,2,5,3,1,3,1,4,0,0,0,1,1,4,0,0,0,1,0,2,2,2,2
2992,2,5,3,1,2,3,3,4,4,4,4,1,2,4,4,3,1,0,0,2,2,2
2993,5,1,2,4,4,4,2,2,2,0,1,4,1,1,1,3,4,4,4,1,1,3
2994,5,3,3,1,2,2,1,1,1,1,2,4,2,1,1,0,4,0,4,2,2,2
2995,1,3,3,1,4,1,1,4,4,4,2,0,3,4,4,0,0,4,1,1,2,2
2996,3,3,3,1,1,3,4,1,2,2,0,2,3,1,2,2,2,2,0,1,3,0
2997,3,3,2,5,2,2,4,4,2,1,1,2,4,0,3,0,2,0,1,1,3,2
2998,1,1,1,1,1,4,5,2,2,2,0,0,1,2,2,2,0,2,2,0,0,4
2999,2,1,1,-1,2,2,3,3,3,3,0,1,3,3,3,3,1,3,0,2,2,2
3000,1,3,3,1,1,1,4,3,3,2,0,0,1,4,4,1,0,1,1,0,2,2
3001,3,3,3,1,3,2,2,1,1,1,2,2,3,1,1,1,2,1,1,1,1,3
3002,5,1,3,-1,4,3,1,1,1,1,4,4,1,1,1,0,4,0,4,4,4,4
3003,4,1,1,1,2,4,2,4,4,4,4,3,4,4,4,0,3,1,0,0,3,2
3004,1,1,1,1,3,3,1,3,0,0,1,0,0,3,0,4,0,0,0,1,3,2
3005,3,1,3,1,2,1,3,1,1,3,4,2,1,1,1,4,2,2,2,1,2,1
3006,5,5,2,5,5,1,3,3,3,3,4,4,2,3,3,0,4,0,0,2,4,2
3007,3,4,1,-1,2,1,5,4,2,4,2,2,1,2,4,4,2,4,2,1,2,2
3008,4,5,3,1,3,2,5,3,3,3,3,3,1,3,3,4,3,0,0,1,2,3
3009,2,2,2,-1,2,2,2,3,3,3,1,1,4,3,3,0,1,4,4,1,2,2
3010,5,1,3,1,4,3,4,1,1,1,4,4,4,1,1,0,4,4,1,1,2,2
3011,4,2,2,4,5,3,3,1,2,2,2,3,3,2,2,0,3,0,0,1,2,3
3012,2,1,2,1,2,4,4,4,0,4,0,1,3,4,3,2,1,2,0,0,1,1
3013,5,1,3,4,4,3,2,1,1,1,4,4,0,1,1,0,4,0,2,0,4,4
3014,5,2,3,1,5,1,2,2,2,3,2,4,2,2,3,1,4,0,2,3,3,3
3015,4,4,2,1,5,4,4,4,4,4,1,3,4,4,4,2,3,0,2,3,3,0
3016,1,5,3,-1,5,4,5,3,0,3,3,0,2,3,3,0,0,3,3,1,2,2
3017,5,3,3,-1,5,3,3,2,4,4,4,4,1,4,4,3,4,0,0,1,1,2
3018,5,4,2,-1,5,4,4,4,4,4,4,4,2,3,4,0,4,0,0,0,2,2
3019,1,1,3,1,1,1,1,3,3,3,3,0,2,3,3,4,0,4,4,1,3,2
3020,5,5,3,4,5,1,1,4,4,4,3,4,3,4,4,1,4,1,0,2,3,3
3021,1,3,3,1,5,1,1,3,1,3,0,0,1,3,3,3,0,3,3,1,2,1
3022,3,1,3,1,5,1,4,2,2,2,2,2,1,2,2,1,2,1,1,1,3,1
3023,3,1,1,1,3,1,1,3,1,3,2,2,3,0,0,1,2,1,1,3,0,3
3024,2,1,1,-1,2,1,4,0,0,3,4,1,0,3,3,0,1,4,4,2,0,0
3025,1,1,1,1,1,4,3,4,4,4,0,0,2,4,4,1,0,1,1,1,1,1
3026,1,1,1,1,1,4,3,0,4,2,0,0,1,0,2,2,0,3,3,2,3,3
3027,5,1,4,1,4,2,2,0,0,0,2,4,0,0,0,1,4,1,1,2,2,3
3028,2,2,2,3,2,3,1,0,0,0,1,1,2,0,0,3,1,3,3,1,1,2
3029,4,2,1,1,2,3,5,0,3,3,3,3,0,4,3,0,3,0,0,0,4,2
3030,5,1,2,5,4,1,5,1,0,1,4,4,3,1,1,0,4,0,0,1,3,3
3031,3,3,1,1,1,3,3,4,1,3,2,2,4,4,3,3,2,0,0,1,2,0
3032,2,1,2,1,2,3,1,2,2,2,4,1,1,2,2,0,1,0,1,4,4,4
3033,5,1,2,1,2,3,4,2,2,2,4,4,4,4,2,1,4,1,2,1,2,3
3034,4,1,1,-1,5,1,5,2,1,4,0,3,0,2,4,1,3,0,0,0,2,2
3035,2,3,3,5,2,2,1,0,1,4,1,1,3,1,4,1,1,0,3,2,3,2
3036,4,3,2,4,3,2,5,3,1,3,4,3,0,3,3,3,3,0,0,0,4,4
3037,5,1,2,1,2,2,3,2,0,1,0,4,0,2,2,4,4,0,0,1,0,0
3038,2,1,2,4,1,3,4,2,4,2,0,1,3,2,4,4,1,0,0,0,0,0
3039,4,3,3,1,4,3,2,1,0,0,4,3,1,1,0,0,3,1,1,0,0,0
3040,2,1,1,-1,3,1,5,0,0,0,3,1,4,0,0,2,1,0,2,0,0,0
3041,3,3,3,1,3,1,2,0,0,0,2,2,4,0,0,0,2,0,0,4,4,3
3042,4,2,2,1,2,4,3,4,2,2,3,3,4,4,2,0,3,0,2,1,2,2
3043,1,1,3,1,1,1,4,4,4,4,0,0,2,4,4,1,0,3,1,4,2,2
3044,3,2,2,1,5,1,1,4,4,4,2,2,2,4,4,0,2,0,1,1,3,3
3045,5,1,1,1,5,4,1,0,1,0,4,4,3,0,0,1,4,0,2,1,3,0
3046,4,5,1,1,4,2,1,3,3,3,1,3,1,3,3,1,3,0,0,1,2,3
3047,5,5,3,5,5,1,3,0,0,0,4,4,4,0,0,0,4,0,2,3,3,3
3048,5,1,1,1,5,1,1,2,0,2,2,4,4,2,2,2,4,3,3,4,2,2
3049,3,4,3,-1,1,1,1,4,2,4,2,2,0,4,4,0,2,0,0,4,3,3
3050,5,5,3,1,5,1,1,0,4,4,4,4,4,4,4,1,4,0,0,4,2,2
3051,4,3,2,1,2,4,1,3,0,3,1,3,4,1,3,0,3,0,1,2,2,2
3052,1,4,2,5,5,3,4,0,3,3,0,0,2,0,3,1,0,1,0,1,3,3
3053,4,4,1,1,5,1,5,2,1,1,4,3,0,2,1,1,3,3,0,0,0,0
3054,3,2,3,1,5,4,4,0,0,0,3,2,3,0,0,4,2,0,1,1,3,3
3055,4,1,1,-1,1,2,5,0,2,2,0,3,2,2,2,1,3,4,4,3,2,4
3056,4,5,3,-1,4,3,1,0,0,0,3,3,4,2,0,2,3,0,0,0,2,4
3057,3,3,1,-1,1,4,2,0,0,1,0,2,4,0,0,3,2,4,4,4,4,4
3058,1,1,3,-1,2,4,4,3,3,0,0,0,4,3,0,3,0,1,3,4,1,4
3059,1,1,1,1,1,3,1,0,0,0,0,0,2,0,0,3,0,2,3,2,2,2
3060,2,1,2,1,3,3,4,3,1,0,1,1,1,3,0,1,1,0,1,1,3,0
3061,5,3,2,1,2,1,4,0,3,0,3,4,4,3,3,0,4,0,4,1,3,3
3062,4,3,3,-1,5,4,1,1,1,1,3,3,3,4,1,3,3,3,0,2,2,2
3063,2,4,3,4,5,2,2,1,1,1,2,1,1,1,1,4,1,0,0,0,2,2
3064,5,4,3,1,3,4,5,2,2,2,0,4,2,2,2,1,4,0,0,3,4,2
3065,3,2,3,1,2,4,3,4,4,4,2,2,4,4,4,0,2,0,2,2,2,2
3066,3,1,3,1,5,2,3,0,0,0,0,2,4,0,0,2,2,2,0,1,3,1
3067,3,1,1,-1,1,3,5,0,0,0,0,2,1,0,0,3,2,3,3,1,2,0
3068,5,2,2,2,2,2,4,2,2,2,4,4,0,2,2,0,4,0,1,1,3,1
3069,5,5,5,5,5,2,4,1,1,1,4,4,3,1,1,0,4,0,3,3,3,3
3070,2,1,3,-1,5,4,1,4,4,2,2,1,1,4,2,4,1,0,4,1,2,2
3071,4,3,1,1,2,2,1,3,1,0,1,3,1,3,1,4,3,0,4,0,0,0
3072,3,2,1,1,2,1,2,2,0,2,0,2,3,2,2,0,2,0,3,3,3,3
3073,2,4,2,1,2,2,1,2,4,2,1,1,1,2,2,2,1,0,4,4,4,4
3074,1,1,3,-1,1,4,2,2,3,2,1,0,1,2,1,0,0,0,2,3,2,3
3075,4,3,3,-1,2,3,5,1,1,1,0,3,3,1,1,3,3,0,0,2,0,2
3076,2,4,3,1,5,4,1,2,1,2,1,1,4,4,2,1,1,0,1,4,3,2
3077,5,2,2,-1,5,1,1,2,4,3,3,4,1,3,3,4,4,4,4,1,3,2
3078,2,4,3,1,4,1,2,4,4,4,2,1,4,4,4,1,1,0,0,0,3,0
3079,2,3,3,1,1,2,4,3,2,2,1,1,3,2,3,1,1,1,0,0,0,2
3080,2,5,3,1,5,2,3,3,3,4,1,1,3,3,4,1,1,1,0,2,2,2
3081,2,3,2,1,2,3,3,3,0,0,4,1,4,0,3,0,1,0,0,1,1,2
3082,3,1,1,-1,2,2,1,1,1,1,2,2,0,1,1,4,2,0,1,1,2,2
3083,3,1,1,1,2,2,3,2,2,2,2,2,1,2,2,1,2,2,1,2,1,4
3084,5,5,1,1,5,1,2,4,2,4,4,4,3,0,0,1,4,1,0,3,3,3
3085,2,2,2,-1,5,2,1,2,2,2,1,1,4,2,2,0,1,0,0,4,4,4
3086,4,4,4,2,4,1,2,3,4,3,0,3,2,4,4,0,3,0,0,1,2,3
3087,1,4,2,4,2,1,3,1,3,1,0,0,1,1,1,4,0,4,1,1,1,3
3088,5,4,2,-1,5,3,1,4,4,4,0,4,3,4,4,1,4,0,3,3,3,3
3089,4,1,1,1,4,4,2,1,4,4,0,3,4,1,4,4,3,4,0,1,1,2
3090,4,4,1,1,1,3,4,3,3,3,1,3,3,3,3,0,3,0,0,0,0,0
3091,1,5,1,5,1,2,3,1,3,0,1,0,3,1,0,0,0,0,0,1,0,0
3092,3,5,3,1,1,1,2,3,3,3,0,2,3,3,3,2,2,0,0,2,0,2
3093,2,4,1,-1,4,1,4,1,1,1,0,1,2,1,1,0,1,0,1,1,3,3
3094,3,3,3,5,3,1,2,0,0,0,2,2,4,0,0,1,2,0,1,2,2,2
3095,1,5,5,1,1,3,4,0,0,0,1,0,2,0,0,1,0,0,0,0,3,2
3096,2,4,3,4,2,3,1,4,4,4,1,1,2,4,4,0,1,0,0,1,3,3
3097,5,4,3,1,5,3,3,1,1,1,4,4,4,1,1,0,4,0,1,1,2,3
3098,3,3,3,1,3,2,4,1,1,1,0,2,1,1,1,2,2,0,0,1,3,1
3099,3,4,3,1,5,1,4,1,1,1,2,2,2,1,1,1,2,0,0,4,4,4
3100,3,3,3,-1,3,1,2,1,4,0,2,2,4,0,0,0,2,0,1,1,1,1
3101,5,1,1,-1,5,3,3,0,1,1,4,4,2,4,1,1,4,3,4,1,2,1
3102,5,1,1,1,2,3,5,3,0,3,4,4,1,3,3,3,4,0,0,0,1,1
3103,1,2,1,-1,5,2,1,1,1,1,0,0,1,1,1,3,0,0,0,1,2,2
3104,3,2,1,-1,2,1,2,0,0,0,2,2,3,0,0,0,2,0,0,4,2,2
3105,4,4,2,-1,5,2,5,2,1,2,3,3,1,3,1,0,3,0,1,1,3,3
3106,4,5,3,1,1,3,5,3,3,3,3,3,0,3,3,1,3,0,0,0,3,3
3107,5,3,1,1,1,1,2,2,3,4,4,4,1,2,4,2,4,2,2,4,3,3
3108,3,2,2,1,2,3,3,0,4,2,2,2,4,2,4,0,2,0,0,4,3,1
3109,4,4,3,4,4,2,2,3,1,1,4,3,2,1,1,0,3,0,0,2,4,4
3110,4,2,2,5,2,4,5,1,1,1,1,3,0,1,1,0,3,2,2,3,1,1
3111,2,3,2,1,5,4,3,4,4,4,0,1,0,4,4,2,1,2,2,3,3,3
3112,3,2,2,-1,5,1,2,3,3,3,4,2,4,3,3,0,2,3,3,0,4,4
3113,1,3,2,1,5,3,1,3,3,3,0,0,0,3,3,0,0,0,0,1,2,3
3114,5,3,3,1,2,3,3,2,2,0,0,4,0,2,2,4,4,0,0,2,3,2
3115,4,3,3,2,5,4,5,0,1,0,3,3,4,4,1,3,3,3,0,4,4,2
3116,3,4,3,5,4,2,1,1,4,1,1,2,0,3,2,2,2,2,0,3,3,3
3117,2,4,3,-1,3,4,2,2,1,4,1,1,2,3,3,1,1,0,1,3,2,3
3118,1,2,2,1,1,3,5,4,4,4,0,0,0,3,4,0,0,0,0,1,2,3
3119,2,3,3,3,2,4,5,1,0,0,1,1,4,1,0,0,1,0,0,1,3,3
3120,5,3,3,5,5,2,5,2,2,2,3,4,3,2,3,3,4,3,0,4,4,2
3121,3,4,3,-1,1,1,4,3,1,1,2,2,0,2,2,1,2,0,0,2,2,2
3122,4,4,3,-1,4,1,2,3,3,4,3,3,0,4,0,2,3,2,2,1,3,3
3123,3,3,2,1,4,3,4,0,3,2,4,2,1,2,2,0,2,0,0,1,3,3
3124,3,3,3,1,1,2,5,2,2,2,0,2,1,2,2,1,2,0,0,2,3,3
3125,3,1,1,1,2,3,3,2,1,1,0,2,3,2,1,3,2,3,3,2,3,2
3126,2,1,1,-1,2,4,5,1,1,0,1,1,3,1,0,3,1,0,3,1,0,1
3127,2,2,3,1,3,1,1,4,4,4,2,1,3,4,4,0,1,0,1,1,1,1
3128,5,4,3,4,4,3,4,0,3,2,4,4,0,2,2,2,4,2,2,3,3,4
3129,3,2,2,4,1,2,2,3,3,3,0,2,3,3,3,3,2,3,0,1,3,2
3130,1,4,3,1,3,2,3,4,3,3,0,0,1,4,3,4,0,0,1,2,1,2
3131,4,3,3,1,3,3,3,1,1,1,1,3,0,1,1,3,3,0,0,0,4,4
3132,2,1,1,-1,5,4,4,1,1,1,4,1,2,1,1,1,1,1,0,0,0,0
3133,2,4,3,5,2,4,4,4,4,4,1,1,3,4,4,0,1,0,0,1,3,3
3134,3,2,2,1,4,1,3,3,3,3,0,2,4,3,3,2,2,2,2,1,1,1
3135,2,4,3,-1,2,3,4,2,2,2,1,1,2,2,2,1,1,0,1,0,2,2
3136,1,2,2,-1,2,3,4,1,1,1,0,0,4,1,1,0,0,0,1,0,3,1
3137,3,4,3,4,4,4,5,0,1,1,1,2,0,0,0,4,2,1,0,0,0,0
3138,3,3,3,3,3,4,1,1,1,1,2,2,2,1,1,3,2,0,1,1,1,0
3139,4,4,1,1,3,4,1,3,3,3,3,3,2,3,3,4,3,0,0,1,3,3
3140,5,4,3,4,5,3,3,4,0,2,3,4,3,0,2,1,4,1,2,3,3,3
3141,5,1,3,4,5,4,3,0,3,1,0,4,1,0,4,0,4,0,0,1,3,3
3142,3,5,1,1,5,2,2,3,3,2,0,2,0,3,3,1,2,0,1,2,4,2
3143,5,5,3,1,5,3,3,1,1,2,1,4,4,1,1,3,4,3,0,2,2,4
3144,3,3,3,1,3,3,1,2,2,2,3,2,0,2,2,0,2,4,1,1,2,2
3145,5,5,3,-1,1,3,5,2,1,2,3,4,1,2,2,1,4,0,1,4,3,4
3146,4,1,3,1,5,1,3,4,4,4,2,3,3,4,4,2,3,0,0,3,3,3
3147,1,1,1,1,1,3,4,0,0,0,4,0,0,0,0,2,0,2,0,0,4,0
3148,5,1,2,1,5,3,1,2,1,2,4,4,3,1,1,4,4,0,0,1,0,3
3149,2,2,2,2,2,3,2,2,2,2,1,1,0,2,2,1,1,0,0,0,2,0
3150,2,4,3,1,2,4,3,1,1,1,1,1,0,1,1,1,1,0,4,3,2,2
3151,3,3,3,3,3,4,4,0,3,0,3,2,0,4,0,4,2,0,0,1,3,1
3152,3,3,3,1,5,4,3,4,3,4,2,2,1,4,4,2,2,2,0,3,3,3
3153,3,2,3,2,2,1,4,1,0,0,0,2,2,1,0,0,2,0,1,2,1,1
3154,3,4,2,1,5,1,5,1,1,1,2,2,4,1,1,4,2,4,4,1,1,2
3155,4,3,3,3,3,2,5,4,1,1,3,3,2,4,1,1,3,0,0,4,2,2
3156,5,2,3,1,3,2,2,2,2,2,4,4,0,2,2,0,4,0,0,1,1,1
3157,4,1,1,-1,1,4,2,0,2,4,2,3,1,0,4,3,3,3,0,1,2,2
3158,5,1,5,1,5,3,1,2,1,4,4,4,1,2,4,1,4,2,1,4,2,2
3159,1,3,1,1,1,2,3,0,0,0,1,0,2,3,0,0,0,0,4,1,1,1
3160,4,2,2,2,2,3,4,2,2,2,4,3,4,2,2,0,3,0,0,4,3,2
3161,1,1,2,1,4,3,2,2,2,2,3,0,1,2,2,4,0,0,4,1,3,3
3162,3,3,3,1,1,4,5,0,4,2,4,2,2,0,2,4,2,4,4,3,3,2
3163,1,4,2,4,1,2,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0
3164,2,2,2,-1,2,2,2,4,4,4,1,1,1,4,4,0,1,0,1,2,2,2
3165,5,5,2,1,2,1,2,0,3,0,0,4,2,0,3,3,4,0,0,1,1,1
3166,1,1,1,1,1,1,1,4,0,3,2,0,3,3,3,1,0,0,0,2,2,2
3167,3,3,2,1,5,2,3,0,2,0,4,2,2,0,0,0,2,4,0,0,4,0
3168,1,4,4,-1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3169,1,1,3,1,1,1,2,3,4,4,0,0,1,3,4,1,0,1,0,3,2,2
3170,3,3,3,1,3,3,4,4,4,4,4,2,0,4,4,3,2,3,0,2,0,2
